Home_Team,Away_Team,Home_ppp,Away_ppp,Division
Carthage,Alma,1.25,0.63,3.0
Franklin,Concordia Wisconsin,1.01,0.85,3.0
Martin Luther,Maranatha Baptist,1.61,1.19,3.0
St. Olaf,Wis.-Whitewater,1.38,1.43,3.0
Ohio Wesleyan,Transylvania,1.35,1.49,3.0
Dubuque,Augustana (IL),0.86,1.14,3.0
Blackburn,Monmouth (IL),0.92,1.18,3.0
Dominican (IL),Kalamazoo,1.06,1.1,3.0
Baruch,Albright,1.29,1.2,3.0
Susquehanna,Marymount (VA),1.25,1.38,3.0
Roanoke,Saint Vincent,1.67,0.86,3.0
St. Joseph's (ME),WestConn,1.36,1.13,3.0
Western New Eng.,Keene St.,1.11,1.19,3.0
Ramapo,Farmingdale St.,1.0,0.68,3.0
Regis (MA),Bowdoin,0.78,1.22,3.0
Mt. St. Mary (NY),Alfred St.,1.11,1.51,3.0
Gettysburg,York (PA),1.03,1.06,3.0
Swarthmore,Penn St. Harrisburg,1.55,1.07,3.0
Thiel,Chatham,0.94,1.17,3.0
John Carroll,SUNY Brockport,1.21,0.89,3.0
Arcadia,Penn St.-Abington,1.65,0.81,3.0
SUNY Delhi,Williams,0.8,1.02,3.0
VTSU-Johnson,Hartford,1.36,1.41,3.0
Lancaster Bible,Pitt.-Greensburg,0.96,0.94,3.0
Russell Sage,Bard,0.79,0.96,3.0
Thomas (ME),MCLA,1.05,0.85,3.0
Washington Col.,Bryn Athyn,1.0,0.61,3.0
Roger Williams,Rivier,1.48,1.22,3.0
Wittenberg,Hope,1.15,1.24,3.0
Penn College,Wm. Paterson,0.84,0.91,
Colorado Col.,Hanover,1.13,1.2,3.0
Illinois Col.,Neb. Wesleyan,0.89,0.77,3.0
East. Mennonite,Greensboro,1.02,0.88,3.0
Houghton,CWRU,0.99,1.11,
St. Lawrence,Clarkson,0.63,1.02,3.0
Drew,York (NY),1.43,0.79,3.0
Muhlenberg,Neumann,0.85,1.02,
Valley Forge,Medgar Evers,0.97,0.71,3.0
Lycoming,Haverford,1.02,1.22,3.0
Elizabethtown,Messiah,1.18,0.91,3.0
Dickinson,Eastern,1.55,1.71,3.0
Hood,McDaniel,1.52,1.02,3.0
Hamilton,Stockton,0.94,1.27,3.0
Stevenson,Brooklyn,0.98,0.66,3.0
Eureka,Beloit,1.13,1.24,3.0
Central (IA),Augsburg,1.68,0.83,3.0
Lyon,Austin,1.19,1.32,3.0
Lakeland,Ripon,1.15,1.12,
MSOE,Aurora,1.18,1.12,3.0
Houston Christian,Rockford,1.5,1.16,3.0
Luther,North Central (MN),0.94,1.1,3.0
Wentworth,Wheaton (MA),0.98,1.15,
Wartburg,Cornell College,1.31,1.25,3.0
Dallas,East Tex. Baptist,1.31,1.02,3.0
U New England,Maine Maritime,1.11,1.15,3.0
MUW,Westfield St.,1.12,1.41,3.0
WPI,Amherst,1.2,0.91,3.0
Heidelberg,Calvin,1.33,1.22,3.0
TCNJ,Connecticut Col.,1.36,1.07,3.0
Wis.-Eau Claire,Maryville (TN),1.08,1.15,3.0
Ozarks (AR),Belhaven,0.84,1.0,3.0
Bethel (MN),Buena Vista,1.34,1.5,3.0
SUNY Morrisville,VTSU Lyndon,1.06,0.54,3.0
Emory,Guilford,1.23,0.95,3.0
Trinity (CT),Albertus Magnus,1.27,0.84,3.0
Emmanuel (MA),SUNY Poly,0.96,1.09,3.0
Elmhurst,Mt. St. Joseph,1.01,0.82,3.0
Lewis & Clark,Pomona-Pitzer,0.86,0.59,3.0
Notre Dame (MD),Goucher,1.62,1.24,3.0
Edgewood,Wis.-Stevens Point,0.77,1.15,3.0
Asbury,Fontbonne,1.52,1.48,3.0
Huntingdon,Millsaps,0.95,0.88,
Berea,Sewanee,1.03,0.97,3.0
St. Edward's,Southwestern (TX),1.37,0.67,3.0
Bridgewater (VA),Southern Va.,0.98,1.33,3.0
Muskingum,Earlham,1.59,1.09,3.0
Gordon,Lasell,0.99,1.11,
Wis.-La Crosse,North Park,1.16,0.7,3.0
Stony Brook,St. Joseph's (L.I.),1.4,0.65,3.0
Dayton,Capital,1.23,0.83,3.0
Stevens,Scranton,1.62,0.85,3.0
Mitchell,Salve Regina,1.14,1.01,3.0
SUNY Oneonta,Elmira,1.43,0.85,3.0
Mary Hardin-Baylor,Texas Lutheran,1.29,0.83,3.0
St. Scholastica,Northwestern-St. Paul,1.18,1.29,3.0
Simpson,Saint John's (MN),0.83,1.39,3.0
Marietta,Mary Washington,1.32,1.24,3.0
Wis.-Oshkosh,Manchester,0.89,0.92,
Rhode Island Col.,MIT,1.18,0.92,3.0
Chris. Newport,Wilson,0.94,0.97,
UMass Dartmouth,Husson,1.08,1.12,3.0
UW-River Falls,Crown (MN),0.9,1.05,3.0
Occidental,Schreiner,0.91,0.96,
Denison,Carnegie Mellon,1.16,1.15,3.0
Sarah Lawrence,Vassar,0.93,1.16,3.0
Endicott,Lake Forest,1.26,0.93,3.0
Wheaton (IL),Wis. Lutheran,1.02,1.39,3.0
Puget Sound,Claremont-M-S,1.29,1.14,3.0
CUI,Cal Lutheran,0.97,1.15,3.0
Pacific Lutheran,Chapman,0.89,1.14,3.0
Whitman,Benedictine (IL),1.4,1.03,3.0
Colby,Me.-Farmington,0.93,0.91,
UMass Dartmouth,Albertus Magnus,1.27,0.92,3.0
Yeshiva,Oglethorpe,1.43,1.11,3.0
JWU (Providence),Eastern Conn. St.,1.69,1.64,
U New England,Salve Regina,1.14,1.23,3.0
Bates,Ohio Wesleyan,1.32,1.51,3.0
Old Westbury,John Jay,0.8,1.05,3.0
Elmira,MUW,0.88,0.74,3.0
Rhodes,Ozarks (AR),1.09,1.19,3.0
Loras,Northland,1.74,0.83,3.0
Otterbein,Wooster,1.2,1.38,3.0
Ferrum,N.C. Wesleyan,1.35,0.98,3.0
Husson,Trinity (CT),0.91,1.13,3.0
Emerson,Tufts,0.84,1.15,3.0
SUNY Morrisville,Manhattanville,1.45,1.37,3.0
Bluffton,Adrian,1.05,1.06,3.0
Bridgewater (VA),Greensboro,0.93,0.73,3.0
SUNY Oneonta,Westfield St.,1.15,1.08,3.0
Maine Maritime,Mitchell,1.07,1.17,3.0
Willamette,North Central (IL),0.77,1.02,3.0
UChicago,Transylvania,1.33,1.12,3.0
UC Santa Cruz,Lewis & Clark,1.1,0.97,3.0
Anderson (IN),Wilmington (OH),1.23,0.94,3.0
UMES,Gallaudet,1.65,0.78,3.0
Radford,Southern Va.,1.36,0.74,3.0
Saint Elizabeth,Hartwick,1.63,1.17,3.0
Carnegie Mellon,Penn St.-Behrend,1.25,0.74,3.0
Cortland,Rochester (NY),1.06,1.06,
Nichols,Clark (MA),0.99,0.9,3.0
Marian (WI),Lawrence,1.14,1.05,3.0
Eureka,Monmouth (IL),0.93,0.97,3.0
SUNY Brockport,Oswego St.,1.01,1.1,3.0
Bryn Athyn,Gettysburg,0.88,0.82,3.0
Fitchburg St.,UMass Boston,1.17,1.24,
MCLA,Norwich,1.06,0.87,3.0
Swarthmore,Stockton,0.95,0.82,3.0
Martin Luther,Lakeland,1.3,1.13,3.0
Rutgers-Camden,Alvernia,1.0,1.0,
Dean,Lesley,0.89,0.66,3.0
Wentworth,Lasell,0.98,1.14,3.0
Plymouth St.,New England Col.,1.16,0.74,3.0
Mitchell,Anna Maria,1.54,0.94,3.0
York (NY),WestConn,0.93,1.33,3.0
East Tex. Baptist,Hendrix,1.03,1.05,3.0
Hardin-Simmons,Concordia (TX),1.28,1.31,3.0
Old Dominion,Randolph-Macon,1.15,0.89,3.0
Lynchburg,Warren Wilson,1.67,0.72,3.0
MIT,Salem St.,1.04,1.0,3.0
Keystone,Marywood,1.08,1.58,3.0
Chris. Newport,Hampden-Sydney,1.03,0.91,
Purchase,Hunter,1.11,0.82,3.0
Eastern,Salisbury,1.08,0.86,3.0
Valley Forge,Neumann,1.04,1.51,3.0
Hamilton,SUNY Geneseo,1.56,1.22,3.0
Mt. St. Mary (NY),SUNY Cobleskill,1.01,0.96,3.0
Piedmont,Sewanee,1.1,1.18,3.0
Colby,Thomas (ME),0.77,0.67,
Maryville (TN),Berry,1.19,1.12,3.0
Rensselaer,Hobart,0.89,0.67,3.0
UMSV,Misericordia,1.16,1.03,3.0
Lehman,St. Joseph's (Brkln),1.12,0.74,3.0
Muhlenberg,Penn St. Harrisburg,0.77,0.91,
Penn St.-Berks,McDaniel,1.1,1.18,3.0
Delaware Valley,Gwynedd Mercy,1.02,1.12,3.0
Haverford,Immaculata,1.08,0.64,3.0
Suffolk,Tufts,1.11,1.02,
Amherst,Springfield,0.87,0.75,3.0
Salve Regina,Curry,1.09,0.55,3.0
Bridgewater St.,Wheaton (MA),0.92,0.97,
UMass Dartmouth,WPI,1.04,1.13,3.0
Worcester St.,Western New Eng.,1.25,1.35,
St. Joseph's (L.I.),Centenary (NJ),0.95,1.33,3.0
Mercyhurst,Mount Aloysius,1.33,0.75,3.0
Pratt,Sarah Lawrence,0.58,1.15,3.0
Plattsburgh St.,St. Lawrence,0.73,0.99,3.0
Hartford,Colby-Sawyer,1.08,1.0,3.0
Centre,Berea,1.29,1.33,3.0
Albion,Oberlin,0.82,0.89,3.0
Concordia Chicago,IIT,1.04,0.78,3.0
Webster,WashU,1.0,1.83,3.0
Lyon,Ozarks (AR),1.03,1.07,3.0
Westminster (MO),Knox,0.73,0.97,3.0
Dominican (IL),Greenville,1.0,0.99,3.0
Macalester,Northwestern-St. Paul,1.09,1.26,3.0
Dubuque,Benedictine (IL),1.26,1.12,3.0
Penn St.-Abington,Washington Col.,0.82,0.9,3.0
Howard Payne,McMurry,1.21,1.08,3.0
Grinnell,Wartburg,1.17,1.29,3.0
Wheaton (IL),Concordia Wisconsin,1.15,1.04,3.0
Bemidji St.,Minn.-Morris,1.63,0.88,3.0
Belhaven,Millsaps,1.12,0.72,3.0
VTSU Lyndon,Clarkson,0.95,1.26,3.0
Middlebury,Clark (MA),1.25,1.13,3.0
Hartwick,Fredonia,1.08,1.17,3.0
Framingham St.,Roger Williams,1.26,1.2,
Saint Joseph (CT),Babson,1.14,1.1,3.0
Cairn,Wm. Paterson,1.0,0.84,3.0
Lebanon Valley,Penn College,0.75,0.8,3.0
Holy Cross,Mitchell,1.36,0.74,3.0
VTSU Castleton,Russell Sage,1.33,1.44,
Rosemont,DeSales,0.93,1.52,3.0
Utica,Ithaca,1.11,1.17,3.0
Pitt.-Bradford,Alfred,1.32,0.8,3.0
Bowdoin,Me.-Presque Isle,1.19,1.22,
Elizabethtown,Catholic,1.16,1.55,3.0
Asbury,Spalding,0.89,0.96,3.0
Lycoming,Juniata,1.2,1.2,3.0
New Jersey City,Stevens,0.77,0.9,3.0
Connecticut Col.,Coast Guard,1.15,0.82,
Bates,Husson,0.99,0.93,3.0
Me.-Farmington,Southern Me.,0.86,0.71,3.0
William Peace,Averett,0.58,0.92,3.0
Neumann,Widener,1.15,1.43,3.0
Emmanuel (MA),Westfield St.,1.14,1.27,3.0
Montclair St.,Wesleyan (CT),0.96,1.0,3.0
La Roche,Muskingum,1.34,1.22,3.0
SUNY Oneonta,Williams,1.3,1.4,3.0
Denison,Capital,1.3,0.77,3.0
DePauw,Augustana (IL),1.14,0.99,3.0
Brandeis,Rhode Island Col.,1.41,1.3,3.0
Moravian,Drew,0.94,1.02,3.0
Rutgers-Newark,FDU-Florham,1.18,0.95,3.0
Wilson,Mount Aloysius,1.11,1.02,3.0
Thiel,Allegheny,1.14,1.05,3.0
Arcadia,York (PA),1.04,1.4,3.0
Manhattanville,SUNY Delhi,1.26,0.96,3.0
East. Mennonite,Messiah,1.17,1.32,3.0
Adrian,Ohio Northern,0.83,1.42,3.0
Susquehanna,Goucher,1.1,0.71,3.0
Emerson,Albertus Magnus,1.05,1.1,3.0
Alma,Manchester,1.0,1.4,3.0
Heidelberg,Kenyon,1.08,0.82,3.0
John Jay,SUNY Maritime,0.97,1.04,3.0
Roanoke,Wash. & Lee,1.36,0.81,3.0
Furman,Oglethorpe,1.8,0.62,3.0
Lehigh,Valley Forge,1.45,0.87,3.0
New Hampshire,Endicott,1.28,1.0,3.0
Saint Peter's,Saint Elizabeth,1.61,0.72,3.0
Franciscan,Wash. & Jeff.,0.78,0.99,3.0
Skidmore,SUNY Potsdam,1.23,0.97,3.0
Franklin & Marshall,Lancaster Bible,1.26,0.86,3.0
Geneva,Baldwin Wallace,1.05,1.36,3.0
Grove City,Waynesburg,0.89,0.78,3.0
Houghton,Hilbert,0.88,0.79,
Guilford,Greensboro,1.16,1.14,3.0
Wis.-Platteville,Carthage,1.18,1.0,3.0
MSOE,Beloit,1.08,0.87,3.0
Carleton,Bethany Lutheran,1.04,1.01,3.0
North Central (MN),Augsburg,0.89,0.92,3.0
UChicago,Lake Forest,1.08,1.11,3.0
St. Scholastica,Northland,1.29,0.56,3.0
Gustavus Adolphus,Central (IA),1.19,1.16,3.0
Wis.-Oshkosh,Carroll (WI),1.12,0.88,3.0
Lawrence,Wis. Lutheran,0.91,1.29,3.0
North Park,Loras,1.24,1.08,3.0
Scranton,Wilkes,0.8,0.97,3.0
Ripon,St. Norbert,0.91,1.03,3.0
St. Olaf,UW-River Falls,0.76,1.07,3.0
Farmingdale St.,Baruch,1.06,1.07,3.0
Chatham,Saint Vincent,1.58,1.12,3.0
Aurora,Wis.-Whitewater,1.06,1.1,3.0
Illinois Col.,Millikin,0.92,0.66,3.0
Hamline,Crown (MN),0.98,1.02,3.0
Coe,Cornell College,1.22,1.28,3.0
La Verne,Texas Lutheran,0.97,1.36,3.0
Brooklyn,UMSV,1.08,1.05,3.0
Bethany (WV),CWRU,1.43,1.18,3.0
Fitchburg St.,MIT,1.03,0.89,
Hunter,Rutgers-Camden,1.02,1.12,3.0
Nazareth,RIT,1.13,1.24,3.0
Gordon,Wheaton (MA),0.92,1.01,
Plymouth St.,Lasell,1.12,0.97,3.0
Curry,Elms,1.09,1.08,3.0
SUNY Poly,Hamilton,1.14,1.17,3.0
Trine,Anderson (IN),1.41,1.33,3.0
Worcester St.,Regis (MA),1.17,1.23,
Alfred St.,SUNY Geneseo,1.09,1.17,3.0
Hiram,Pitt.-Greensburg,1.38,1.1,3.0
Medgar Evers,Centenary (NJ),1.25,1.52,
Hartford,Trinity (CT),0.78,1.44,3.0
WPI,Salem St.,0.95,0.91,3.0
Warren Wilson,Brevard,0.95,1.2,3.0
Ferrum,Mary Baldwin,1.19,0.83,3.0
Mary Washington,Randolph-Macon,1.16,1.01,
Eastern,Stockton,1.18,1.25,3.0
McDaniel,Bryn Athyn,1.33,0.93,3.0
Sam Houston,Trinity (TX),1.58,1.11,3.0
Rhode Island Col.,Amherst,0.94,1.28,3.0
Lesley,Rivier,0.92,0.84,
Western Ill.,Monmouth (IL),1.29,0.81,3.0
Rochester (NY),St. John Fisher,1.15,0.97,3.0
Macalester,Bethel (MN),1.14,1.25,3.0
Cal Lutheran,Whitworth,1.17,1.25,3.0
Marietta,Wis.-La Crosse,1.15,1.72,3.0
Hope,Saint John's (MN),0.66,1.02,3.0
UC Santa Cruz,Claremont-M-S,1.18,1.12,3.0
Greenville,Piedmont,1.28,1.31,3.0
Covenant,Rhodes,1.01,1.09,3.0
Marywood,St. Joseph's (Brkln),1.16,0.96,3.0
Bard,Mt. St. Mary (NY),1.2,0.73,3.0
John Carroll,Johns Hopkins,1.0,1.24,3.0
Mitchell,Eastern Conn. St.,0.97,1.09,3.0
Hobart,Keuka,1.34,0.92,3.0
Mount Union,Bluffton,1.43,1.02,3.0
Wesleyan (CT),Anna Maria,1.17,0.6,3.0
Gettysburg,Maryville (TN),1.35,1.26,3.0
Concordia Chicago,McMurry,1.01,1.04,3.0
Dubuque,Olivet,1.13,1.01,3.0
Schreiner,Texas-Dallas,0.89,0.89,3.0
Centenary (LA),Belhaven,0.74,1.28,3.0
Western New Eng.,Penn St.-Altoona,1.18,1.1,3.0
Lakeland,Buena Vista,1.02,1.04,
Grinnell,Maranatha Baptist,1.56,0.95,3.0
Albright,Franklin & Marshall,0.99,1.03,3.0
SUNY Canton,Houghton,0.75,1.04,3.0
Ill. Wesleyan,Westminster (MO),1.16,0.9,3.0
Colby-Sawyer,Suffolk,0.83,1.26,3.0
Redlands,George Fox,1.05,0.97,3.0
Asbury,Wittenberg,0.99,1.0,3.0
Fredonia,Pitt.-Bradford,1.28,1.3,3.0
Wabash,Franklin,1.21,1.6,3.0
Wooster,La Roche,1.22,0.88,3.0
Keystone,Washington Col.,1.01,0.97,3.0
Vassar,SUNY New Paltz,1.08,1.2,3.0
Albertus Magnus,SUNY Delhi,1.27,1.13,3.0
Coast Guard,MCLA,1.21,1.17,3.0
Hampden-Sydney,Pfeiffer,1.36,0.86,3.0
Calvin,Emory,1.07,1.2,3.0
Buffalo St.,Penn St.-Behrend,0.9,1.02,3.0
North Central (MN),Wis.-Stevens Point,0.95,1.0,3.0
LeTourneau,Sewanee,1.43,1.31,3.0
Millsaps,Ozarks (AR),0.74,0.97,3.0
Augsburg,Minn.-Morris,1.29,1.18,3.0
Whittier,Willamette,0.98,1.17,3.0
Wheaton (IL),Rockford,0.81,1.06,3.0
Colby,Ramapo,0.99,1.07,3.0
Southwestern (TX),East Tex. Baptist,0.9,0.92,3.0
Webster,Centre,0.85,1.01,3.0
Chapman,Texas Lutheran,1.18,0.98,3.0
Colby,Penn St.-Altoona,1.18,1.17,3.0
Framingham St.,Lesley,0.98,1.19,
Trinity (CT),Elms,1.44,0.66,3.0
York (NY),NYU,0.64,1.84,3.0
Purchase,JWU (Providence),0.97,0.96,3.0
Covenant,Greenville,1.0,1.18,3.0
Earlham,Carnegie Mellon,0.97,1.27,3.0
Fitchburg St.,Lasell,1.06,1.09,
Dallas,Hendrix,1.47,1.0,3.0
Hope,Marietta,1.35,1.69,3.0
Centre,Westminster (MO),1.34,0.69,3.0
Anna Maria,SUNY Delhi,1.19,1.09,3.0
Marymount (VA),Dickinson,1.2,0.97,3.0
Middlebury,Stevens,1.17,1.0,3.0
Notre Dame (MD),McDaniel,0.89,1.0,3.0
U New England,New England Col.,1.28,1.07,3.0
Bethany (WV),Mount Aloysius,1.36,1.23,3.0
Gwynedd Mercy,Penn St. Brandywine,0.82,0.75,
Ohio Wesleyan,Otterbein,0.95,0.89,3.0
Dean,Me.-Farmington,0.88,0.93,3.0
Old Westbury,Salve Regina,1.04,1.0,3.0
Clark (MA),Baruch,1.32,1.15,3.0
Wm. Paterson,SUNY Maritime,0.9,0.73,3.0
Mary Baldwin,East. Mennonite,1.47,1.25,3.0
Wentworth,Bridgewater St.,0.92,0.94,
Plymouth St.,Salem St.,1.17,0.81,3.0
Anderson (IN),Carthage,1.22,0.97,3.0
Penn St. Harrisburg,CCNY,0.98,0.8,
Emerson,Worcester St.,1.28,1.26,3.0
SUNY Cobleskill,Rensselaer,0.87,0.91,3.0
Ursinus,TCNJ,0.82,1.47,3.0
VTSU-Johnson,Norwich,0.97,1.18,3.0
Wis.-Superior,Trinity (TX),1.09,1.2,3.0
Illinois Col.,MSOE,0.97,1.0,3.0
Minnesota St.,Minn.-Morris,1.48,1.05,3.0
George Mason,Ferrum,1.88,1.1,3.0
N.C. Wesleyan,Mary Washington,1.02,0.95,3.0
McMurry,Sewanee,1.07,1.22,3.0
St. Cloud St.,Northland,1.26,0.65,3.0
Western New Eng.,Ramapo,1.12,1.04,3.0
Maryville (TN),Pfeiffer,1.33,1.04,3.0
Valley Forge,Pratt,0.96,0.84,3.0
Kenyon,Muskingum,0.97,0.95,3.0
Hilbert,Elmira,1.43,1.0,3.0
Clarkson,SUNY Poly,1.26,1.36,3.0
Swarthmore,Rutgers-Camden,1.05,0.85,3.0
Brandeis,Regis (MA),1.46,0.96,3.0
Saint Elizabeth,FDU-Florham,0.98,1.27,3.0
Greensboro,Averett,0.98,1.35,3.0
Merchant Marine,Rutgers-Newark,0.89,0.73,
Baldwin Wallace,Ohio Northern,1.28,1.24,3.0
John Jay,Russell Sage,1.0,0.96,3.0
Gallaudet,Lehman,1.26,1.13,
DePauw,Hanover,1.18,1.28,3.0
Keystone,St. Joseph's (Brkln),1.0,0.99,3.0
MCLA,Mitchell,0.63,1.27,3.0
Connecticut Col.,Hartford,0.69,0.59,
Farmingdale St.,New Jersey City,1.11,1.03,3.0
Marian (WI),Buena Vista,1.18,1.23,3.0
Principia,Wartburg,1.14,1.53,3.0
Johns Hopkins,Wis.-La Crosse,0.87,1.12,3.0
Stevenson,St. Mary's (MD),1.11,1.32,3.0
SUNY Geneseo,St. Lawrence,0.82,1.02,3.0
Carroll (WI),WashU,1.0,1.34,3.0
St. Thomas (TX),Howard Payne,1.47,1.0,3.0
Bethany Lutheran,St. Scholastica,1.12,1.28,3.0
Ozarks (AR),Belhaven,1.03,0.97,3.0
Wesleyan (CT),Albertus Magnus,1.16,0.9,3.0
Keuka,Buffalo St.,1.14,1.33,3.0
Amherst,Lynchburg,1.17,0.74,3.0
Wilkes,Catholic,1.09,1.18,3.0
King's (PA),Penn College,1.06,0.79,3.0
Bates,Me.-Presque Isle,1.09,1.22,
Neumann,Manhattanville,1.16,1.18,3.0
Williams,VTSU Castleton,0.81,0.68,
St. Joseph's (ME),Husson,1.51,0.96,3.0
Allegheny,Chatham,0.93,1.2,3.0
Thiel,Saint Vincent,1.14,1.09,3.0
Wash. & Jeff.,Westminster (PA),0.92,0.89,3.0
DeSales,Muhlenberg,1.4,1.0,3.0
Grove City,Franciscan,1.07,0.85,3.0
Manchester,Kalamazoo,1.29,1.21,3.0
Haverford,Lancaster Bible,1.08,1.35,3.0
Immaculata,Penn St.-Abington,1.12,0.72,3.0
Bowdoin,Emmanuel (MA),1.01,0.91,
Rivier,Brooklyn,1.44,0.92,3.0
Tufts,Endicott,1.19,1.01,3.0
Adrian,Capital,1.15,1.07,
Utica,SUNY Morrisville,1.25,0.81,3.0
Scranton,Juniata,1.04,0.76,3.0
Piedmont,Rhodes,1.2,0.85,3.0
Geneva,Waynesburg,0.94,0.98,3.0
Trine,Elmhurst,1.51,0.92,3.0
Wis.-Eau Claire,Bethel (MN),1.18,1.11,3.0
Grinnell,Macalester,0.77,0.56,
Luther,Hamline,1.19,1.49,3.0
Knox,Blackburn,1.17,1.11,3.0
Northwestern-St. Paul,St. Olaf,1.48,1.02,3.0
Martin Luther,Lawrence,1.16,1.22,3.0
Austin,Lyon,0.95,0.88,
Eureka,Dominican (IL),1.11,1.05,3.0
Webster,Ill. Wesleyan,0.67,1.02,3.0
Concordia-M'head,Wis.-Stout,0.99,1.25,
Schreiner,East Tex. Baptist,1.24,0.9,3.0
Hampden-Sydney,Gettysburg,1.04,1.08,3.0
La Roche,Bluffton,1.5,1.23,3.0
Vassar,Mt. St. Mary (NY),1.49,0.86,3.0
Elizabethtown,Lycoming,1.72,1.3,3.0
Chris. Newport,Kean,0.89,0.89,
Moravian,Susquehanna,1.41,1.33,3.0
Marywood,Washington Col.,1.4,1.25,3.0
Drew,Goucher,1.48,1.16,3.0
Alfred St.,Houghton,1.33,1.25,3.0
Oglethorpe,Warren Wilson,0.87,0.97,
Rose-Hulman,IIT,1.3,0.96,3.0
Randolph,William Peace,1.05,0.49,3.0
Southern Va.,Shenandoah,1.06,1.09,3.0
Wheaton (MA),SUNY Oneonta,1.13,1.0,3.0
Wagner,Springfield,1.19,0.72,3.0
Cairn,Penn St.-Berks,1.59,0.96,3.0
Benedictine (IL),Wis. Lutheran,1.23,1.36,3.0
Coast Guard,Eastern Conn. St.,0.75,0.89,3.0
Millsaps,Centenary (LA),1.09,0.85,3.0
North Park,Wis.-Oshkosh,1.04,1.28,3.0
LeTourneau,Concordia Chicago,0.96,0.94,3.0
Millikin,Berea,1.04,1.0,3.0
Keene St.,Thomas (ME),0.79,0.64,
Hobart,Penn St.-Behrend,1.11,0.98,3.0
Emory,John Carroll,1.26,1.02,3.0
Wis.-Whitewater,Coe,0.91,1.12,3.0
Wheaton (IL),Olivet,1.16,0.86,3.0
Claremont-M-S,Whitman,1.0,0.73,3.0
Bard,SUNY New Paltz,1.05,1.19,3.0
RIT,St. John Fisher,1.01,0.92,3.0
Alma,Hiram,0.8,1.08,3.0
Wooster,Mount Union,1.18,1.09,3.0
Wis.-Platteville,North Central (IL),0.93,1.03,3.0
Gustavus Adolphus,Simpson,1.12,0.96,3.0
Cornell College,Central (IA),0.87,1.5,3.0
UW-River Falls,Saint Mary's (MN),1.52,0.89,3.0
Southwestern (TX),Texas-Dallas,0.84,0.97,3.0
Babson,UMass Dartmouth,0.94,0.97,
Caltech,Whitworth,1.6,1.46,3.0
Calvin,Saint John's (MN),1.0,0.94,3.0
Mt. St. Joseph,Albion,0.98,1.51,3.0
Whittier,Texas Lutheran,1.05,0.9,3.0
Rockford,Dubuque,0.88,0.97,3.0
Rochester (NY),Nazareth,1.12,0.88,3.0
Seattle Pacific,Linfield,1.35,1.05,3.0
Chapman,Willamette,1.16,1.26,3.0
Pacific (OR),Redlands,1.07,1.0,3.0
Dickinson,Lynchburg,1.01,0.93,3.0
Carnegie Mellon,Hanover,1.13,1.14,3.0
Dean,Carlow,0.88,0.93,
St. Thomas (TX),Wis.-Superior,0.84,0.68,3.0
Lafayette,Rosemont,1.4,0.69,3.0
Thomas (ME),VTSU Castleton,0.94,0.98,
Marymount (VA),Amherst,0.93,0.74,3.0
WestConn,Elms,0.87,0.74,
Mt. St. Joseph,Alma,1.19,0.81,3.0
Austin,Hendrix,0.76,0.75,
UChicago,Edgewood,2.06,1.38,3.0
Neb. Wesleyan,Colorado Col.,1.28,0.98,3.0
Williams,Keene St.,1.01,0.96,
Earlham,DePauw,0.69,1.2,3.0
UC Santa Cruz,Whitman,1.06,1.01,3.0
Albion,Hiram,1.15,1.11,3.0
LaGrange,Brevard,0.93,0.85,3.0
Elmira,Fredonia,1.12,0.82,3.0
Curry,UMass Boston,0.83,1.27,3.0
King's (PA),Lycoming,1.41,1.14,3.0
Navy,Washington Col.,1.6,0.78,3.0
Rose-Hulman,Wabash,1.11,0.98,3.0
Averett,Chris. Newport,1.49,1.16,3.0
Middlebury,Plattsburgh St.,1.26,0.81,3.0
LeTourneau,McMurry,1.0,1.06,3.0
Nichols,Saint Joseph (CT),0.79,1.23,3.0
Misericordia,Centenary (NJ),1.24,0.78,3.0
DeSales,Moravian,1.86,1.28,3.0
Caltech,Willamette,1.19,0.95,
Pacific Lutheran,Hamilton,0.87,0.9,3.0
Bowdoin,Maine Maritime,0.84,0.81,
Pitt.-Greensburg,Seton Hill,0.9,1.26,3.0
Southern Va.,Wash. & Lee,1.49,1.35,3.0
Coast Guard,Mitchell,1.56,1.41,3.0
Roger Williams,Wheaton (MA),1.29,1.0,3.0
MUW,Lyon,0.79,0.98,3.0
Salve Regina,Colby,1.14,1.41,3.0
Emerson,Suffolk,1.49,1.15,3.0
St. Joseph's (L.I.),SUNY Brockport,0.96,0.89,3.0
Clarkson,SUNY Potsdam,1.03,0.98,3.0
MCLA,Williams,0.99,0.9,
Lynchburg,Methodist,0.9,0.75,3.0
Va. Wesleyan,Salisbury,1.15,1.2,3.0
Roanoke,Randolph,1.07,1.0,3.0
Wesleyan (CT),Emmanuel (MA),1.34,0.92,3.0
Russell Sage,Mt. St. Mary (NY),1.11,0.66,3.0
Dean,U New England,0.86,0.86,
Immaculata,Arcadia,0.98,1.07,3.0
Lebanon Valley,Elizabethtown,1.13,0.94,3.0
Elmira,Alfred St.,1.33,1.0,3.0
SUNY Cobleskill,Keuka,1.35,1.27,3.0
Farmingdale St.,NYU,0.94,1.08,3.0
Mount Aloysius,Penn St.-Altoona,1.15,1.2,3.0
Emory,Piedmont,1.23,0.84,3.0
Shorter,Huntingdon,1.25,1.32,3.0
Bridgewater St.,Rhode Island Col.,0.94,0.92,
Millikin,Aurora,0.86,0.79,3.0
